nct_number,min_age,max_age,gender,bmi_min,bmi_max,hba1c_min,hba1c_max,pregnant_allowed
NCT04537923,18.0,,All,23.0,,,,True
NCT04237493,18.0,,All,,,,,False
NCT04666987,18.0,,All,,,,,False
NCT01023581,18.0,80.0,All,,,,,True
NCT04537637,18.0,,All,,,,,True
NCT04537624,18.0,,All,,,,,True
NCT01707147,19.0,,All,,,,,True
NCT06163248,18.0,60.0,All,25.0,,,8.5,False
NCT00868790,18.0,70.0,All,,,,,True
NCT02291874,20.0,,All,,,,,False
NCT02577016,20.0,,All,,,7.0,,True
NCT02577003,20.0,,All,,,7.0,,True
NCT00682097,18.0,65.0,All,,,,,True
NCT00998881,20.0,75.0,All,,,,,False
NCT00349986,40.0,65.0,All,25.0,,,,True
NCT06659718,50.0,,All,,,,,False
NCT03798080,18.0,,All,,,,,False
NCT05628311,18.0,,All,,,,10.5,False
NCT01140542,35.0,70.0,All,,,,,True
NCT04780425,18.0,,All,,,,,False
NCT05237128,21.0,,All,,,6.5,,False
NCT00753896,18.0,,All,,,7.1,10.0,False
NCT02687152,18.0,80.0,All,,,,,True
NCT00500955,40.0,80.0,All,,,,,False
NCT02227303,18.0,60.0,All,25.0,34.9,,,False
NCT01691755,18.0,,All,,,,,True
NCT00695526,50.0,75.0,All,,,,,False
NCT01999218,18.0,,All,,,,,False
NCT06145542,50.0,70.0,All,,,,,True
NCT01184768,20.0,80.0,All,,,,,True
NCT03066830,18.0,,All,,,10.0,,False
NCT03864562,18.0,60.0,All,18.0,,,,True
NCT03929679,18.0,,All,,,,,True
NCT00520065,18.0,75.0,All,,,,,False
NCT04601740,18.0,,All,,,,,True
NCT00541983,18.0,70.0,All,23.0,,7.5,,False
NCT00888836,30.0,60.0,All,35.0,,7.0,,False
NCT01414920,18.0,80.0,All,,,,,False
NCT00256646,40.0,,All,,,,,True
NCT01413204,20.0,,All,,,,,True
NCT00982371,65.0,,Female,,,,,True
NCT04424888,18.0,75.0,All,,,,,False
NCT00310297,18.0,75.0,All,,,,10.0,False
NCT04279444,18.0,70.0,All,,,,,False
NCT00120536,18.0,80.0,All,,,,,True
NCT02206074,35.0,75.0,All,,25.0,,,True
NCT06450847,20.0,50.0,All,,,,,False
NCT00290927,20.0,75.0,All,,30.0,,,False
NCT00110240,18.0,,All,,,,,False
NCT05776563,18.0,60.0,All,18.0,,7.5,,False
NCT01285518,30.0,65.0,All,,,7.0,,True
NCT01055652,20.0,,All,,,,,True
NCT00690326,30.0,65.0,Female,,,,,False
NCT00102388,18.0,,All,,,,,False
NCT06068686,35.0,80.0,All,,,,,False
NCT00099918,18.0,80.0,All,,,,,False
NCT00099866,18.0,75.0,All,,,,,False
NCT00147745,18.0,75.0,All,,,,,True
NCT03888157,18.0,,All,,,,,True
NCT00523913,20.0,,All,,,,,True
NCT01455441,18.0,80.0,All,25.0,,,,False
NCT03918148,35.0,75.0,All,,,,,False
NCT01648582,18.0,,All,,,,,False
NCT00458133,30.0,75.0,All,,,,11.0,False
NCT04572165,18.0,,All,,,,,True
NCT00824616,21.0,70.0,All,,,,,True
NCT02583919,18.0,75.0,All,25.0,,8.0,,True
NCT02616666,18.0,75.0,All,,,6.5,,False
NCT03144505,30.0,75.0,All,,48.0,,,True
NCT00789737,18.0,,All,,,7.5,,True
NCT01024244,18.0,70.0,All,,,,,True
NCT01414556,18.0,70.0,Male,,,9.0,,True
NCT01034111,18.0,79.0,All,,,,,True
NCT01580475,45.0,65.0,Female,,,10.0,,True
NCT01101945,18.0,75.0,All,,,,,True
NCT05370781,21.0,,Male,,,,,True
NCT00198900,18.0,,All,,,,,True
NCT07072949,25.0,,All,,,,,False
NCT03751657,18.0,75.0,All,,,,,True
NCT02853630,20.0,60.0,All,,18.99,,,False
NCT00284609,18.0,,All,,,,,True
NCT00388518,18.0,75.0,All,,,,10.0,True
NCT02453555,20.0,,All,,,,,False
NCT02586545,18.0,,All,,,,,False
NCT02286128,18.0,,All,,,,,True
NCT04426422,18.0,65.0,All,,,7.0,,False
NCT01301833,20.0,,All,,,,,False
NCT01275794,35.0,,All,,,,,True
NCT00174668,18.0,75.0,All,,,,,False
NCT02129946,40.0,,All,25.0,,,,True
NCT03235050,18.0,130.0,All,,,,,False
NCT05362058,18.0,,All,,,,,True
NCT06007430,18.0,70.0,All,,,,,False
NCT04973644,18.0,70.0,All,,,,,True
NCT01580852,18.0,65.0,All,,,,,True
NCT02716610,18.0,74.0,All,,,,,True
NCT03823339,18.0,,All,,,,,False
NCT00073268,12.0,15.0,All,,,,,True
NCT03876015,18.0,,All,,,,,True
NCT05755360,18.0,,All,,,7.5,,False
NCT01863667,18.0,,All,,,,,False
NCT03071016,18.0,99.0,All,,,7.0,,False
NCT00797069,18.0,75.0,All,,,,,False
NCT00451620,65.0,,All,,,,,True
NCT00674466,25.0,,All,,,,,True
NCT00427401,18.0,70.0,All,,,7.5,,True
NCT04057248,35.0,,All,,,,,True
NCT02738151,18.0,,All,,,,7.5,False
NCT00086502,18.0,,All,,,,,False
NCT00993187,18.0,,All,,,,,True
NCT01224366,18.0,80.0,All,,,7.5,11.0,False
NCT00238498,20.0,75.0,All,,,,,True
NCT01729403,30.0,70.0,All,,,,7.0,False
NCT00351585,30.0,65.0,All,,,,,False
NCT00628212,20.0,75.0,All,,,,,False
NCT02809365,30.0,80.0,All,,,,,True
NCT00971659,35.0,70.0,All,,,7.0,,True
NCT05016375,18.0,,All,,,,,True
NCT03798054,18.0,,All,,,,,False
NCT02910089,18.0,130.0,All,,,,,True
NCT03233178,18.0,,All,,,,,True
NCT06721429,65.0,,All,,,,,True
NCT01006603,65.0,,All,,,7.0,,True
NCT03091517,21.0,70.0,All,23.0,,,,True
NCT06096935,18.0,70.0,All,,,,,True
NCT03278158,30.0,70.0,All,,,,,False
NCT00389415,20.0,,All,,,,,True
NCT06111508,18.0,,All,,,7.0,9.0,False
NCT04534530,40.0,,All,,,,,True
NCT00371007,20.0,69.0,All,,,,,True
NCT03982238,18.0,60.0,Male,,,9.0,,True
NCT01995539,18.0,70.0,All,,,,,False
NCT05647226,18.0,75.0,All,,,,,False
NCT07251504,18.0,65.0,All,,,,,False
NCT00924105,18.0,69.0,All,,,,,True
NCT01606371,21.0,65.0,All,,,,,False
NCT00511602,18.0,80.0,All,,38.0,6.6,,True
NCT02106104,35.0,75.0,All,,,,,False
NCT06783608,18.0,65.0,All,,,,,True
NCT04047537,18.0,75.0,All,25.0,,,,False
NCT00101803,18.0,80.0,All,,,,,False
NCT04701424,18.0,,All,,,,11.0,False
NCT03115112,18.0,,All,,45.0,,,False
NCT05836350,40.0,76.0,All,,,,8.5,True
NCT04980040,19.0,,All,,,,,True
NCT02004886,21.0,65.0,All,,,,,False
NCT01298726,18.0,,All,,,,,False
NCT01698775,30.0,,All,,,,,False
NCT02941367,18.0,,All,,,,,False
NCT01318109,26.0,64.0,All,,,,,True
NCT01960179,20.0,,All,,,,7.0,False
NCT05352815,18.0,,All,,,,,False
NCT06228911,18.0,,All,,,,,True
NCT03194100,19.0,,All,,,,,True
NCT04682067,18.0,75.0,All,,,,,True
NCT01103622,18.0,,All,,,,,True
NCT02227875,18.0,65.0,All,,,,,True
NCT04219124,18.0,75.0,All,,,,,False
NCT01843127,18.0,65.0,All,,,7.0,,False
NCT07146347,18.0,70.0,All,,,,9.0,False
NCT00690638,18.0,85.0,All,25.0,48.0,7.0,10.0,True
NCT02033889,18.0,,All,,,7.0,10.5,False
NCT00103857,18.0,78.0,All,,,,,True
NCT00500331,18.0,70.0,All,,,,7.5,False
NCT06260722,18.0,,All,,,7.0,,True
NCT01472341,41.0,,All,,,,,False
NCT00559884,18.0,55.0,All,,,,,False
NCT00101712,18.0,,All,,,,,False
NCT04356742,19.0,,All,,40.0,,,True
NCT00543959,18.0,70.0,All,,,,,True
NCT02411825,18.0,70.0,All,28.0,42.0,6.5,,False
NCT04515745,45.0,75.0,All,,,,,True
NCT02895867,18.0,75.0,All,,,,,False
NCT01124656,18.0,,All,,,,,True
NCT01449019,30.0,70.0,All,,,,,True
NCT01665352,18.0,70.0,All,,,,,True
NCT01217073,18.0,70.0,All,18.0,,,,True
NCT01593371,40.0,,All,,,,,True
NCT03785379,30.0,64.0,All,,,,6.0,True
NCT01318083,20.0,64.0,All,,,,,True
NCT00377858,30.0,80.0,All,,,,,False
NCT03598738,47.0,72.0,All,,,,,False
NCT05427890,30.0,60.0,All,23.0,,5.7,,True
NCT00135330,18.0,75.0,All,,,6.8,10.0,True
NCT03064841,60.0,,All,,,,,True
NCT01055808,20.0,,All,,,,,True
NCT01907113,18.0,75.0,All,18.0,34.0,,,True
NCT04656106,19.0,,All,,,,,False
NCT02040246,40.0,65.0,All,,,,,True
NCT01249677,18.0,75.0,All,,,,,False
NCT03566693,30.0,,All,,,7.8,11.5,False
NCT00504816,18.0,45.0,Female,,,,,False
NCT02354235,20.0,75.0,All,,,,,True
NCT02354222,20.0,75.0,All,,,,,True
NCT03457012,18.0,,All,,,,,True
NCT00501683,30.0,55.0,Male,,,,,True
NCT00501397,18.0,55.0,All,,,,,False
NCT01159938,45.0,70.0,Male,,,,,True
NCT00497198,20.0,,All,,,,,False
NCT01237301,18.0,75.0,All,,,7.0,7.0,False
NCT00510952,18.0,,All,,,,,False
NCT01284465,21.0,,Female,25.0,,8.0,,False
NCT01099163,30.0,70.0,All,25.0,,,9.0,False
NCT01738802,50.0,,All,,,,,False
NCT02024971,,,All,,,,,False
NCT03745157,20.0,,All,,,,,False
NCT03789578,18.0,64.0,All,,,,,False
NCT01070238,18.0,75.0,All,,,,8.0,False
NCT01029795,18.0,70.0,All,,,,,True
NCT03732209,18.0,,All,,,,,False
NCT01793909,30.0,70.0,All,,,6.0,,True
NCT01774968,18.0,75.0,All,,,,,False
NCT00767260,40.0,65.0,All,35.0,,7.5,,False
NCT01977560,25.0,68.0,All,,,6.5,9.5,False
NCT05067452,18.0,,All,,,,,False
NCT01117103,,,All,,,,,True
NCT05303857,18.0,75.0,All,,,6.0,,False
NCT00965510,18.0,,All,,,,,True
NCT00272077,45.0,,All,,,8.0,,False
NCT01187069,40.0,74.0,All,,,,,True
NCT04030091,18.0,99.0,All,,,,10.0,False
NCT04163757,40.0,65.0,All,,,,,False
NCT01026194,20.0,75.0,All,,,,,False
NCT03285594,18.0,,All,,,10.5,7.5,False
NCT01755156,18.0,,All,,,,,False
NCT00320008,40.0,65.0,All,,,,,True
NCT01218256,30.0,80.0,All,,,,,True
NCT01546558,30.0,65.0,All,,,,,False
NCT01318122,33.0,88.0,All,,,,,True
NCT05004948,35.0,55.0,All,,,,,False
NCT01704261,18.0,,All,,,,,False
NCT01529541,19.0,75.0,All,,,,,True
NCT01647308,18.0,65.0,All,,,,,True
NCT00458029,10.0,16.0,All,,,,,True
NCT04927377,18.0,65.0,All,,,,,True
NCT06077162,18.0,,All,,,,,True
NCT01085292,18.0,65.0,All,,,6.0,,True
NCT01991795,50.0,130.0,All,,,,,True
NCT04227431,18.0,,All,,,,,True
NCT02248714,18.0,80.0,All,,,7.0,,False
NCT01702298,18.0,79.0,All,,,,,False
NCT00276939,18.0,,All,,,,,False
NCT07163624,18.0,75.0,All,,,7.0,,False
NCT05288452,18.0,,All,,,8.0,,False
NCT00266253,30.0,75.0,All,,,,,True
NCT01986881,40.0,,All,,,,,True
NCT01769378,18.0,,All,,,,,False
NCT00544206,18.0,75.0,All,,,7.0,9.0,True
NCT02192424,30.0,80.0,All,,,,,False
NCT06963073,18.0,65.0,All,,,,,True
NCT00974090,20.0,75.0,All,,,,,False
NCT03631186,18.0,,All,,,,,True
NCT01188200,18.0,,All,,,,,False
NCT01050803,18.0,,All,,,,,False
NCT00333723,21.0,,All,,,7.5,,True
NCT07197788,22.0,,All,,40.0,,,False
NCT00361738,18.0,74.0,All,40.0,,,,False
NCT01512849,40.0,79.0,All,,,,,True
NCT02669732,20.0,,All,,,7.0,,True
NCT02157298,20.0,130.0,All,,,7.2,,True
NCT06901648,18.0,75.0,All,,,,,True
NCT01940302,25.0,75.0,All,,,,,True
NCT00482729,18.0,78.0,All,,,,,True
NCT01497522,20.0,,All,,,,,True
NCT00846391,18.0,65.0,All,,,,,True
NCT00765817,18.0,,All,,,,,False
NCT01243424,40.0,85.0,All,,,,,False
NCT02769481,18.0,,All,,,,,False
NCT00985361,21.0,75.0,All,,,7.0,,True
NCT06002048,40.0,85.0,All,,,,,False
NCT00099957,30.0,,All,,,,,False
NCT05935410,50.0,,All,,,8.0,,True
NCT00085969,18.0,75.0,All,,,,,True
NCT01817777,18.0,,All,,,,,True
NCT04282395,18.0,,All,,,,,False
NCT03351478,18.0,,All,,,,7.0,False
NCT06448182,18.0,70.0,All,,,,,False
NCT00516074,18.0,75.0,All,,,,,True
NCT02036515,18.0,,All,,,,,False
NCT02752113,18.0,75.0,All,,,6.5,,False
NCT05716724,18.0,,All,,,,,False
NCT01477853,18.0,79.0,All,,,,,False
NCT06108388,18.0,,All,,,,,True
NCT04908904,18.0,80.0,All,,,48.0,,False
NCT01809327,18.0,75.0,All,,,,,True
NCT04141111,18.0,65.0,All,,,,,False
NCT01177163,18.0,65.0,All,,,,,True
NCT01499082,18.0,,All,,,,7.0,False
NCT01469065,18.0,70.0,All,,,,,False
NCT01871415,18.0,,All,,,,,False
NCT00272064,35.0,70.0,All,25.0,,7.5,,False
NCT01495013,18.0,,All,,,,,False
NCT01037647,20.0,65.0,Male,,,,,True
NCT06911060,19.0,65.0,All,,,,,False
NCT01368081,20.0,,All,,,,,True
NCT00998686,18.0,85.0,All,,,,,True
NCT01263483,33.0,85.0,All,,,,,True
NCT03555565,,,All,,,,,True
NCT03993132,18.0,,All,,,,,True
NCT01555164,18.0,75.0,All,,,,,True
NCT01697592,20.0,,All,,,,,True
NCT03908281,30.0,75.0,All,25.0,,,,True
NCT02752828,20.0,,All,,,,7.5,False
NCT00449930,18.0,78.0,All,,,,,True
NCT06724822,18.0,65.0,All,,,,,False
NCT02081586,30.0,65.0,All,,,,,True
NCT00901979,18.0,75.0,All,,,,,True
NCT00351507,35.0,65.0,All,,,,,True
NCT01438814,18.0,80.0,All,,,,,False
NCT02773095,18.0,,All,,,,,True
NCT05417841,18.0,75.0,All,,,,,False
NCT05205005,45.0,64.0,All,,,,9.0,False
NCT00519142,18.0,75.0,All,,,7.5,10.5,True
NCT01593215,18.0,70.0,All,,,,,True
NCT02548585,18.0,65.0,All,,,,,False
NCT00260156,30.0,,All,,,,,True
NCT01263509,33.0,85.0,All,,,,,True
NCT01318135,20.0,64.0,All,,,,,True
NCT02194595,30.0,80.0,All,23.0,,,,False
NCT00321321,18.0,,All,40.0,,7.0,,False
NCT00477581,18.0,70.0,All,,,7.0,11.0,True
NCT02033876,18.0,70.0,All,25.0,,,,False
NCT01626053,18.0,,All,,,,,True
NCT00300105,18.0,,All,,,,,True
NCT06436066,18.0,,All,,,,,True
NCT07156500,18.0,,All,,,,10.5,True
NCT01936025,45.0,70.0,Male,,,,,True
NCT01614782,18.0,65.0,All,,,,,False
NCT00099905,18.0,80.0,All,,,,,True
NCT01153048,30.0,80.0,All,,,8.0,,True
NCT03164538,18.0,,All,,,,,True
NCT07187856,18.0,75.0,All,,,,,True
NCT02049034,40.0,65.0,Male,,,,,True
NCT02159846,18.0,80.0,All,,,,,False
NCT00542633,30.0,70.0,All,,,,,False
NCT03180710,18.0,70.0,All,,,,,True
NCT00618007,18.0,80.0,All,,,,,True
NCT00315718,45.0,80.0,All,,,,,False
NCT02836704,18.0,70.0,All,25.0,,7.5,,False
NCT00138580,18.0,80.0,All,,,,,True
NCT01839344,18.0,75.0,All,,,6.5,,False
NCT03681691,60.0,80.0,Female,,,,,True
NCT00106704,18.0,75.0,All,,,,,True
NCT02413398,18.0,74.0,All,,,7.0,,False
NCT03596450,18.0,65.0,All,,,,,False
NCT03202563,20.0,70.0,All,,,,,False
NCT02630706,18.0,,All,,,,,False
NCT05917132,45.0,65.0,All,,,,,True
NCT02855684,18.0,,All,,,,7.0,True
NCT00850239,18.0,85.0,All,,,7.0,10.0,False
NCT07018453,18.0,65.0,All,,,,10.0,True
NCT01628445,18.0,80.0,All,,45.0,,,True
NCT07019415,18.0,65.0,All,,,6.0,,False
NCT00639080,18.0,,All,,,,,True
NCT03648281,18.0,,All,,,,,True
NCT00753181,18.0,75.0,All,,,6.5,,False
NCT01103609,18.0,,All,,,,,True
NCT02638805,18.0,80.0,All,,,,9.5,False
NCT00380380,30.0,65.0,All,,40.0,,,True
NCT02911792,30.0,70.0,All,,,,,False
NCT01475734,18.0,60.0,All,,,,10.0,False
NCT01541956,18.0,,All,,,,9.0,True
NCT05814406,19.0,,All,,,,,True
NCT01264497,50.0,,All,,,,,True
NCT06856720,60.0,,All,,,,,True
NCT03982381,18.0,,All,,,70.0,,False
NCT01417845,18.0,69.0,All,,,,,True
NCT00138606,18.0,80.0,All,,,,,True
NCT00138554,18.0,80.0,All,,,,,True
NCT00138541,18.0,80.0,All,,,,,True
NCT00138515,18.0,78.0,All,,,,,True
NCT03848793,18.0,70.0,All,,,7.5,11.0,False
NCT01386671,18.0,70.0,All,,,,,False
NCT00783744,35.0,75.0,All,,35.0,,,True
NCT04673656,18.0,70.0,All,,,,,False
NCT03305822,18.0,70.0,All,,,,,True
NCT02408120,18.0,80.0,All,,,,,False
NCT03095651,18.0,65.0,All,18.5,,7.0,,False
NCT01044017,18.0,75.0,All,27.0,40.0,,,True
NCT00127192,20.0,75.0,All,,,,,True
NCT06439719,40.0,70.0,All,,,,,True
NCT06098040,18.0,,All,,,,,False
NCT06638099,18.0,,All,,,,,True
NCT00252876,18.0,,All,,,,,True
NCT00390520,18.0,,All,,,,,True
NCT00950677,12.0,21.0,All,40.0,,,8.5,False
NCT01811485,20.0,74.0,All,,,,,True
NCT02490085,55.0,,All,,,,,True
NCT00910507,18.0,,All,,,,,True
NCT02415556,50.0,85.0,All,,,,,True
NCT03730662,18.0,,All,25.0,,,,True
NCT00792935,18.0,70.0,All,,,,,True
NCT01951235,18.0,75.0,All,,,,,False
NCT00886366,20.0,40.0,All,,,,,True
NCT00810823,18.0,65.0,All,,,,8.0,True
NCT00106808,18.0,70.0,All,,,,,True
NCT02058160,18.0,,All,,,,,False
NCT05181449,18.0,75.0,All,,,11.0,,False
NCT02366416,18.0,,All,,,,,True
NCT02355145,18.0,,All,,,,,True
NCT03952728,45.0,75.0,All,,,,,True
NCT02338921,20.0,80.0,All,,,7.0,,False
NCT04692415,18.0,65.0,All,,,7.5,,True
NCT01901861,20.0,75.0,Male,,,,80.0,True
NCT01790438,18.0,,All,,,,,False
NCT01154348,18.0,65.0,All,,,,,True
NCT02887898,18.0,,All,,,64.0,,False
NCT03610412,40.0,59.0,All,,,6.5,,False
NCT01845831,18.0,80.0,All,,25.0,,,False
NCT01760447,10.0,17.0,All,,,,,False
NCT02057172,18.0,74.0,All,,,,,False
NCT06297603,18.0,,All,,,7.0,,True
NCT02340260,20.0,65.0,All,35.0,,,,False
NCT04236206,18.0,65.0,All,,,,,False
NCT00767000,21.0,70.0,All,,,,,True
NCT01649297,18.0,,All,,,,,True
NCT06769646,18.0,,All,,,,,True
NCT00138619,18.0,80.0,All,,,,,True
NCT00138567,18.0,78.0,All,,,,,True
NCT00368134,20.0,,All,,,,,True
NCT00972322,18.0,65.0,All,,,,,True
NCT06312553,19.0,,All,,,,,False
NCT01755468,30.0,80.0,All,,,,,False
NCT01883258,30.0,79.0,All,,,,,False
NCT02489968,20.0,,All,,,8.0,,True
NCT00499148,18.0,75.0,All,,,,,False
NCT00558909,21.0,70.0,All,,,8.5,,False
NCT01736865,25.0,75.0,All,,,7.5,,True
NCT01652716,18.0,,All,,,7.1,11.0,True
NCT06862180,30.0,65.0,All,,,7.0,10.0,False
NCT01333592,20.0,,All,,,,,True
NCT03509324,20.0,75.0,All,,,,,True
NCT05479435,25.0,65.0,Female,,,,,True
NCT01511900,18.0,65.0,All,,,7.0,,False
NCT00903500,35.0,75.0,All,,,,,True
NCT02827669,18.0,75.0,All,,,,,False
NCT05988957,18.0,,All,,,,,True
NCT01654341,70.0,,All,,,,,True
NCT01357135,19.0,,All,,,,,True
NCT02113332,18.0,80.0,All,,,,,False
NCT01290575,18.0,70.0,All,,,,,False
NCT04946799,45.0,75.0,All,,,6.5,,True
NCT01409213,18.0,,All,,,6.5,,True
NCT05155410,30.0,69.0,All,,,,,True
NCT00138593,18.0,,All,,,,,True
NCT03819790,18.0,80.0,All,,,,,False
NCT00789750,18.0,,All,,,,,False
NCT00351832,20.0,,All,,,,,True
NCT04760626,,,All,,,,,False
NCT02533453,19.0,75.0,All,,,,,False
NCT01276288,20.0,65.0,All,,,,,True
NCT05615558,40.0,70.0,All,,,,,False
NCT07201532,18.0,,All,,,,,True
NCT02748239,18.0,75.0,All,20.0,,,,True
NCT00330330,18.0,65.0,All,,,6.8,10.0,True
NCT06188234,19.0,,All,,,,,False
NCT01986855,25.0,,All,,,,,False
NCT05360056,18.0,,All,,,8.0,,False
NCT05918068,30.0,65.0,All,,,,,False
NCT00575874,20.0,75.0,All,,,6.5,,True
NCT01813708,18.0,,All,25.0,,,,True
NCT06134934,18.0,,All,,,58.0,,False
NCT04745780,60.0,99.0,All,,,,,True
NCT03170544,18.0,60.0,All,18.5,,,,False
NCT01010035,40.0,70.0,All,,,,,True
NCT00671424,18.0,50.0,Male,,,,,True
NCT03687827,18.0,,All,,,,,True
NCT00717457,18.0,75.0,All,25.0,,7.0,,True
NCT04677127,18.0,,All,,,,,True
NCT00194896,35.0,69.0,All,,,,,True
NCT00733577,18.0,60.0,All,,,,,False
NCT01958671,18.0,,All,,,,,False
NCT04466904,18.0,75.0,All,,35.0,,,True
NCT06059326,18.0,75.0,All,19.0,35.0,7.0,10.0,True
NCT07076056,19.0,85.0,All,,,,10.5,True
NCT00191178,21.0,79.0,All,,,,,False
NCT01144338,18.0,130.0,All,,,,,False
NCT01682759,18.0,,All,,,,,False
NCT04277780,18.0,,All,,,,9.0,True
NCT01940965,20.0,,All,,,,7.0,False
NCT01572415,18.0,,All,25.0,,,,False
NCT00590226,18.0,70.0,All,,,,,False
NCT05887635,18.0,65.0,All,24.0,,7.5,10.0,False
NCT00574665,18.0,60.0,All,,,,,False
NCT06299800,18.0,,All,,,,,True
NCT02949739,40.0,70.0,All,,,6.0,,False
NCT01529528,19.0,75.0,All,,,,,True
NCT00801164,35.0,,All,,,,,False
NCT02813759,35.0,70.0,All,25.0,39.9,,,False
NCT06880614,,,Male,,,5.7,6.4,True
NCT00616811,18.0,85.0,All,,,,,True
NCT00950534,18.0,80.0,All,,,,,False
NCT03092752,40.0,,All,,,,,True
NCT03430310,35.0,65.0,All,,,,7.0,True
NCT00532610,18.0,50.0,All,,,,,False
NCT01206712,40.0,75.0,All,20.0,35.0,,,False
NCT02327429,35.0,,All,,,6.0,,True
NCT05780151,18.0,,All,,,,,False
NCT03932721,40.0,70.0,All,,,7.0,9.0,False
NCT00646542,18.0,85.0,All,,,,,True
NCT03076112,20.0,75.0,All,23.0,,7.5,9.0,False
NCT00297063,20.0,75.0,All,,,,,True
NCT00877890,18.0,,All,,,,,True
NCT01018017,18.0,65.0,All,,,,,False
NCT00254254,10.0,16.0,All,,,6.0,11.0,True
NCT00501930,18.0,50.0,All,,,,,False
NCT00418522,30.0,75.0,All,,,7.0,,True
NCT06841497,30.0,70.0,All,,,,,False
NCT05553093,18.0,75.0,All,,,7.5,,True
NCT00330473,18.0,,All,,,,,True
NCT07156539,18.0,,All,23.0,,,11.0,True
NCT04533945,18.0,,All,,,,,False
NCT01703221,20.0,,All,,,,,True
NCT00442884,18.0,80.0,All,,,,,False
NCT01192659,40.0,,All,,,6.5,,False
NCT04233801,18.0,75.0,All,,45.0,7.5,,True
NCT05256706,40.0,,All,,,,,False
NCT00663260,18.0,,All,,,,,True
NCT05013229,18.0,,All,,,,,False
NCT04383314,40.0,75.0,All,,,,,False
NCT02314637,20.0,75.0,All,,,,,False
NCT04025281,25.0,75.0,All,25.0,,,,True
NCT04222686,21.0,85.0,All,,,,,True
NCT05324462,18.0,,All,,,,,False
NCT00993824,18.0,75.0,All,,,,,False
NCT02987348,,,All,,,,,True
NCT04591782,20.0,50.0,All,,,,,True
NCT03335930,40.0,60.0,All,,,,,True
NCT02288273,18.0,75.0,All,,,,,True
NCT03751735,25.0,70.0,Male,,,,,True
NCT00560417,18.0,74.0,All,,,,,False
NCT04149067,18.0,75.0,All,,,,,True
NCT05420051,18.0,,All,,,,,True
NCT06814171,30.0,79.0,All,,,,,False
NCT01689142,18.0,,All,,,,7.0,True
NCT06936657,35.0,70.0,All,,,7.0,,False
NCT05409924,18.0,55.0,Male,,,,,True
NCT01984489,20.0,70.0,All,,,,,True
NCT02752880,20.0,75.0,All,,,,,False
NCT00642538,18.0,70.0,All,,,,,True
NCT01207349,18.0,,All,,,,,True
NCT00399724,18.0,,All,,40.0,,,True
NCT01969318,20.0,70.0,All,,,,,True
NCT07121504,18.0,,All,,,7.5,,True
NCT02543684,45.0,75.0,All,,,,,True
NCT00799643,18.0,75.0,All,,,7.0,,False
NCT05790681,10.0,18.0,All,,,,,False
NCT00823992,18.0,75.0,All,30.0,,6.5,,True
NCT02811575,35.0,70.0,All,,,,,False
NCT00744926,18.0,80.0,All,25.0,,6.5,,True
NCT03223129,20.0,65.0,All,35.0,60.0,,,False
NCT01315756,18.0,,All,,,7.0,,True
NCT00570466,10.0,12.0,All,,,,,True
NCT01517321,20.0,,All,,,,,True
NCT03138447,21.0,,All,,,,,True
NCT01420692,20.0,65.0,All,,,,,False
NCT02112721,18.0,60.0,All,25.0,,,,False
NCT07257822,18.0,,All,,,,,False
NCT01031108,18.0,70.0,All,,,,,True
NCT06153537,21.0,,All,,,,,False
NCT06719661,40.0,70.0,All,,,,,False
NCT01499108,18.0,,All,,,,,False
NCT02881164,47.0,64.0,All,25.0,39.9,,,False
NCT05654831,18.0,70.0,All,,,7.0,6.0,False
NCT01601990,18.0,75.0,All,,,,,True
NCT03711682,40.0,85.0,All,,,,,True
NCT00846898,18.0,80.0,All,,,,,False
NCT02388113,30.0,70.0,All,,,,,True
NCT02311075,30.0,70.0,All,,,,,False
NCT02315495,18.0,70.0,All,,,,,True
NCT01425866,18.0,,All,,,7.0,,False
NCT05268081,18.0,,All,,,,,True
NCT01590797,18.0,79.0,All,,,,,False
NCT01590771,18.0,79.0,All,,,,,False
NCT02370719,18.0,80.0,All,,,,,True
NCT00039013,16.0,75.0,All,,,,,True
NCT02772926,40.0,59.0,All,,,,,False
NCT05335889,18.0,99.0,All,,,,,True
NCT02607566,18.0,,All,,,6.5,,False
NCT02317796,18.0,75.0,All,,,,,False
NCT02094846,30.0,69.0,All,,,,,False
NCT00571519,18.0,,All,,,,,False
NCT06855615,18.0,65.0,All,,,8.0,12.0,False
NCT00432679,20.0,,All,,,,,True
NCT02104804,18.0,100.0,All,,,7.5,,False
NCT01557504,10.0,17.0,All,,,,,False
NCT00813995,18.0,78.0,All,,,,,False
NCT00383578,65.0,,All,,,,,True
NCT05195138,19.0,70.0,All,,,,,False
NCT03675919,25.0,79.0,All,,,,,False
NCT01017302,18.0,65.0,All,,,,,True
NCT00700908,55.0,,All,,,,,True
NCT05870202,18.0,95.0,All,,,,,False
NCT03960814,40.0,,All,,,,,True
NCT02462863,18.0,65.0,All,,,,,False
NCT03037528,21.0,70.0,All,,,,,False
NCT00094770,18.0,78.0,All,,,,,True
NCT06591286,18.0,80.0,All,,,,12.0,False
NCT01571661,18.0,60.0,All,,,,,False
NCT01462266,18.0,80.0,All,,,,,False
NCT05368454,18.0,,All,,,,8.0,False
NCT05579119,18.0,70.0,All,,,,,False
NCT00957060,18.0,70.0,All,,,8.5,,False
